,info,name
585,"披头士（英文：The Beatles），英国乐队，于1960年成立于利物浦，1970年解散。成员为约翰・列侬（节奏吉他、主音、作词作曲）、保罗・麦卡特尼（贝斯、主音、作词作曲）、乔治・哈里森（主音吉他）及林格・斯塔（鼓手）。经理人为布莱恩・艾普斯坦。

披头士乐队被公认为英国音乐在二十世纪六十年代“入侵”美国的代表人物。其音乐风格源自五十年代的摇滚，之后开拓了各种曲风如迷幻摇滚、流行摇滚、古典音乐的融合等。其音乐性之创新深深影响了之后的欧美乐坛发展，而随著作品的社会意识日渐加深，他们的影响力也伸延到六十年代的社会及文化革命方面。当1970年乐队解散后，各成员也以成功的个人歌手事业继续发展。

披头士常被认为是流行乐坛历史上，在商业上最成功与最伟大的乐队。依RIAA正式统计，其为美国国内生涯销量最高歌手，总销超过1亿7千万张。而全球销量据信超过10亿张。在英国，他们有15张冠军专辑，在美国有19张冠军专辑与20张冠军单曲，皆为史上最高。

Beatles对于在每首歌中都能有所创新的坚持，再加上Martin卓越的管理才能，以及EMI专业的录音工程师如Norman Smith、Ken Townsend及Geoff Emerick，这些都是组成Rubber Soul（1965）、Revolver（1966）及Sgt. Pepper's Lonely Hearts Club Band（1967）这些优秀专辑的要素。

除了一些录音技巧，比如音响效果，特别的麦克风位置，双轨与变速录音，The Beatles还使用了一些在当时的传统摇滚乐中不会使用的乐器，如弦乐，铜管，""Norwegian Wood (This Bird Has Flown)"" 中的印度乐器西塔琴以及""Strawberry Fields Forever""中的swarmandel（印度竖琴）。他们还使用了一些早期的电子乐器，比如麦卡尼在""Strawberry Fields Forever""的开头利用一种电子琴模拟了长笛的声音，以及""Baby You're a Rich Man""中类似双簧管的声音也是另一种电子琴模拟的。

1965年他们在Yesterday中使用了弦乐四件套，The Beatles就此开创了艺术歌曲的先河，为使用两组弦乐四人组的""Eleanor Rigby"" (1966)与""She's Leaving Home"" 做出了示范。一场名为Bach's Brandenburg Concerto No. 2的电视表演直接赞赏了麦卡尼在 ""Penny Lane""使用高音小号的做法。The Beatles 1966年的""Rain"" 与""Tomorrow Never Knows""、1967年的""Lucy in the Sky with Diamonds""、 ""Strawberry Fields Forever""与""I Am the Walrus"" 则开创了迷幻摇滚。

Beatles对于摇滚乐与流行文化的影响是前所未有的。六十年代末期，他们的发型与着装引领起世界范围的模仿。在录音室中The Beatles创新地使用高科技，与录音工程师一起亲密地工作，富有实验精神并精益求精。同时他们坚持寻找方法利用一些偶然的错误，比如意外的吉他噪音，一个共鸣的玻璃杯以及错误的录制使声音倒放，他们把这些错误全部混合进他们的音乐中。 

The Beatles重新定义了唱片，它不再只是包含几首热门单曲而剩下的歌曲仅仅作为填充物。他们还是英国第一个在发行单曲的同时带有一些视频片段的艺人。
",The Beatles
586,暂无歌手信息,ヘクとパスカル
587,"侧田（Justin Lo，1976年7月1日－），原名罗定伟，生于美国纽约，是一位香港的粤语流行曲歌手，作曲人、填词人、歌曲及唱片监制。

侧田出生于美国纽约。两岁随家人返香港。在港时就读于圣保罗男女小学及中学。1989年到美国西雅图继续其中学生涯。他曾于西雅图华盛顿大学（University Of Washington）读书，两年后转到罗德岛设计学院（Rhode Island School of Design）主修平面设计，并于1999年取得学位。毕业后，他在加州圣塔克莱拉（Santa Clara）的雅虎当网页设计员。由于侧田觉得在雅虎的工作非常沉闷，所以决心重回香港从事音乐工作，是为了他的理想而回流。期间也为Yahoo做一些短期工作。

侧田出身于音乐世家。他的三叔罗尚正（Ted Lo）是香港著名的编曲、监制及爵士乐钢琴手。侧田本身亦曾是香港儿童合唱团和中小学校内合唱团的团员之一，从小对音乐产生浓厚的兴趣。1981年，作曲家顾嘉辉曾找他和其妹妹罗定洁Roxane为一个芭比广告唱歌。而侧田本人亦在一个AXE洗洁精的广告中演唱。除了唱歌外，他6岁便自己尝试弹琴及作曲，10岁学吉他。

在回港初期，侧田曾从事自由设计行业，并多次自制demo音乐带寄给各大唱片公司，但成绩未如理想。直到2003年，其三叔罗尚正将他介绍给著名作曲人及监制雷颂德。雷颂德亦把侧田签进自己旗下的On Your Mark Ltd 音乐创作公司。侧田正式开始其音乐事业。他曾为陈慧琳的歌曲监制，亦在卫兰的《Day and Night》专辑担任唱片监制。除监制外也为古巨基编写《大雄》和《伤追人》两首大热歌曲。另外侧田曾负责主唱商业电台节目《绝情谷》第一首主题曲和新城娱乐台《联Fan BARcode》主题曲。2005年，侧田在古巨基的《劲歌金曲演唱会》中演出。在清唱环节中好评如潮，并得到“金牌经理人”黄柏高赏识，把他签进金牌娱乐事业有限公司，走到幕前。当时他的主打歌“好人”、“Erica”、“命硬”和“我有今日”大获好评。侧田更在2005年年底的香港四大传媒音乐颁奖礼中囊括所有新人男歌手的奖项。

侧田在2005年推出首张唱片《侧田 Justin》。他个人包办超过一半歌曲的创作，首天销量达15,000张，直至2006年2月10日为止，销量已达35,000张，销量更达到金唱片的要求，更成为2005年金牌唱片公司最畅销的唱片之一。而根据统计，侧田 Justin大碟，直至2006年3月21日，销量已达白金唱片的数字。

在2006年3月26日於香港体育馆举行芝华士侧田ONEGOODSHOW个人演唱会。在2007年11月16日推出筹备一年多的新专辑《JTV》。凭第二主打《男人KTV》在2007年度香港的四大音乐颁奖典礼（无綫电视十大劲歌金曲颁奖典礼、香港电台十大中文金曲颁奖曲礼、商业电台叱咤乐坛流行榜颁奖典礼、新城电台新城劲爆颁奖典礼）中，襄括所有十大歌曲奖。

侧田在2008年10月1至7日于香港国际展贸中心—Star Hall举行第三次大型个唱《Air Justin 08 Live》。2009年初，侧田回归电影和制作音乐事业上，拍摄电影《保持爱你》，以及推出个人首张精选大碟《From JUSTIN － Collection of His First 3 years》。此外，他不断到国内外举行音乐会，个人的知名度在国内渐渐提高，更有机会为国内重点电影《机器侠》唱作主题曲。09年侧田为圈中歌手，包括方力申、蔡卓妍、李克勤等创作歌曲，结果亦顺利夺得多个他一直渴望拥有的唱作人奖。

",侧田
588,暂无歌手信息,グリーンボーイズ
589,暂无歌手信息,MoreanP
590,暂无歌手信息,藤田淳平
591,暂无歌手信息,忍
592,"
            Eddie Vedder是Pearl Jam 珍珠酱乐队主唱。2007年为电影《Into the Wild》创作专辑，是Eddie Vedder首次以个人名义发片，意义也非同寻常，专辑首次进榜就杀到Billboard专辑榜的11位，是个令人赞叹的成绩。
    ",Eddie Vedder
593,暂无歌手信息,Josh Gracin
594,暂无歌手信息,Alex Sensation
595,暂无歌手信息,Boøwy
596,暂无歌手信息,Final State
597,暂无歌手信息,Shirfine
598,"
            郑承焕1996年8月21日出生于江原道旌善郡。
2014年高中毕业。同年参加韩国著名选秀节目K-Pop Star第四季并获得亚军。 
2015年4月签约天线音乐（Antenna Music）。
2015年7月11日以演唱电视剧《爱你的时间》同名OST正式出道。
    ",郑承焕
599,"小红莓（The Cranberries，又译为卡百利乐队）是爱尔兰另类摇滚乐队，1990年代成立于爱尔兰利麦立克（Limerick）。小红莓与U2、恩雅等，都是享誉国际的爱尔兰团体或艺人。尽管并未正式宣告解散，但在2005年已趋于沉寂，而主音Dolores O'Riordan 则于2006年推出了个人唱片《Are You Listening?》。

多丽丝?玛丽?奥里奥丹?伯顿（Dolores Mary Eileen O'Riordan Burton，原名多丽丝?玛丽?艾琳?奥里奥丹（Dolores Mary Eileen O'Riordan），在嫁给巡回演唱经纪人Don Burton后更名），生于1971年9月6日，主音，键盘手及吉他和声。
Noel Anthony Hogan，1971年12月25日生于爱尔兰Limerick，吉他手。他亦是Mike的哥哥。
(Mike) Michael Gerard Hogan，1973年4月29日生于爱尔兰Limerick，低音吉他手。
Fergal Patrick Lawler，1971年3月4日生于爱尔兰的Parteen（靠近Limerick），鼓手。

来自Limerick的Noel和Mike两兄弟，连同鼓手Fergal在1990年最早组成了乐团的雏形，当时乐团的名称被定为The Cranberry Saw Us，主音Niall Quinn是上述三人的朋友，他的唱法很玩闹，乐队走轻松的喜剧化音乐路线，比如有些歌被命名为“我外婆溺死在Lourdes的喷泉（My Grandma drowned in a fountain in Lourdes）”，“I was always all ways”，“Throw Me Down A Big Stairs”等。后来，Niall因为个人的原因离开了乐团，为了不影响乐团的发展，他推荐了他女友的一位朋友多丽丝（Dolores Mary Eileen O'Riordan Burton）。多丽丝成功的赢得了乐团主音的位置，并开始为之后的著名单曲《Linger》写歌词。她高亢有力的嗓音及其独特的爱尔兰花腔可以说是乐队的招牌。

1992年，首支单曲""Dreams""登场，乐评佳评如潮但排行不买单；1993年推 出""Linger""，再度叫好不叫座。直到1994年一场决定性的演出：小红莓在美国 担任麂皮合唱团Suede的暖场团体，全场观众反应热烈，反而对Suede失去兴趣。 小红莓用独立乐队期间培训出的实力：现场演唱，不只征服美国乐迷，更影响了日后女歌手的表演方式，从王菲、范晓萱、到小天后蕾哈娜，都有着Dolores 声音表情强烈的影子。

他们偶然录制的小样在当地被一抢而空，随后录制的样带也受到了罕见的一致好评。经过几家著名唱片公司的一场竞标大战，The Cranberris最终与爱尔兰唱片（Island Records）签约。在首支单曲反映并不理想之后他们更换了经纪人。他们的第二支单曲《Linger》在美国成功地成为1993年热门歌曲，这也使得乐队在英国取得巨大成功。首张专辑《Everybody Else Is Doing It, So Why Can't We?》在英国，美国及之后全球热卖（自1993年发行至今，全球销量已超过700万张，在中国也有双白金销量），其中的单曲《Dreams》亦大热并登上美国告示牌，更曾被王菲翻唱为《梦中人》和《挣脱》。

在多丽丝即将离开乐队的传闻中，The Cranberries发行了《To the Faithful Departed》，专辑销量很好（也尚未超过上一张专辑）但评论并不佳。在接下来的几年中，乐队取消了一次大型的巡回演唱会，关于即将解散的传闻也四处传播。 1997年，多丽丝为丈夫Don生下了小宝宝Taylor。 1999年发行了回顾专辑《Bury the Hatchet》。 2001年The Cranberries发行《Wake Up and Smell the Coffee》，这张专辑在当年美国告示牌上排名46位。接下来的一年中他们推出了一张大合辑《Stars - The Best of 1992 - 2002》，同时发行的还有DVD及音乐录像带。

然而在2004年，The Cranberries宣布他们暂停乐队事务以从事他们各自的事业。该年的早些时候，多丽丝为梅尔?吉布森导演的《耶稣受难记（The Passion of the Christ）》演唱了主题曲《Ave Maria》，她还和Malcolm McDowell一起为《罗斯托夫的野兽（Evilenko）》写了一首歌。多丽丝计划在2006年底的时候推出她的个人专辑。而Noel Hogan前往the Mono Band继续音乐事业。多丽丝在2006年出演了亚当?桑德勒（Adam Sandler）执导的电影《Click》，片中她扮演一位婚礼歌手，并演唱了《Linger》。

这些年来The Cranberries专辑全球销量超过3800万张，在世界各地拥有亿万歌迷。

2009年8月多丽丝发行第二张个人专辑《No Baggage》后，便与前乐队成员宣布，Cranberries重组，年底将进行北美巡演，2010年春开始欧洲巡演。
",The Cranberries
600,暂无歌手信息,Hello Gayoung
601,暂无歌手信息,$唐老师
602,"
            英国 NoCopyrightSounds 旗下艺人，今年17岁， 生于 8月24日，来自挪威卑尔根Norway, Bergen。NCS公司由Billy Woodford 在2013年创立，主打电子音乐。
    ",Alan Walker
603,暂无歌手信息,Nologo
604,"　　Dan Gibson生长在尼加拉瀑布附近的一个农庄里，十岁时已经萌生对环境观察与艺术的兴趣，当时他用柯达布朗宁相机拍下邻人的房子，并且出售给屋主。 对户外景致的热爱，更让他渴望对大自然进一步深入探索。

　　5、60年代，可说是户外影片制作的萌芽期，虽有画面，但缺乏背景声音的资料搜集，为了克服这个困难，Dan Gibson不断钻研相关知识，破天荒地制作出声音、影像同步的户外影片！

　　毕生以摄录大自然影像与声音为职志的Dan Gibson，在1994年，也就是他72岁那年，获得加拿大最杰出公民的殊荣。 

　　敬业的Dan因为长期穿梭于丛林与荒野中而导致膝盖病变，他拄着拐杖与加拿大总理握手的那一幕，更显得格外感人。 

　　丹．吉布森对艺术的敏锐度、对自然的热忱、以及他筚路蓝缕的精神，不只彩绘了Dan的生命，也造就了Solitudes的成功。
",Dan Gibson
605,暂无歌手信息,灰澈
606,暂无歌手信息,Conro
607,暂无歌手信息,l o k a !
608,暂无歌手信息,Cole Swindell
609,"
",Dan + Shay
610,暂无歌手信息,HIDDN
611,"帕拉莫尔（Paramore）是一个美国摇滚乐队，2004年在美国田纳西州的富兰克林发迹，由Hayley Williams（主唱/键盘）、Josh Farro（主吉他/伴唱）、Jeremy Davis（低音吉他）、Zac Farro（鼓手）和Taylor York (节奏吉他)构成。该乐队首张唱片是2005年发行的《All We Know Is Falling》，他们第二张唱片《Riot!》在2007年发行，成为美国的白金唱片和英国的金唱片。第三张专辑《Brand New Eyes》于2009年9月29日发行。

2002年，13岁（生于1988年12月27日）的Hayley Nichole Williams从她的家乡密西西比州默里迪恩搬到田纳西州富兰克林，在私立学校的时候遇到了同样热爱音乐的两兄弟Josh Farro和Zac Farro，随后低音吉他手Jeremy Davis、Hunter Lamb 加入。2004年，乐队正式成立，Josh Farro（主吉他/伴唱）、Zac Farro（鼓手）、Jeremy Davis（低音吉他）和Hayley Williams（主唱），后来外加Hayley Williams的邻居Jason Bynum（节奏吉他）。他们决定使用Paramore作为乐队名字，源于法语“Paramour”（意为""秘密情人""）。

女主唱Hayley Williams――个只有17岁的女孩。她的嗓音声音粗野，狂放不羁，具有相当的震撼力和爆发力。一个Emo-Punk乐队，音乐自然而紧凑，无处不散发浓厚的流行摇滚元素，正如同他们07的新专辑的名字《Riot!》那样，狂而不躁。因此很多人都相信他们会成为未来的王者。在08年的格莱美奖公布提名时，他们也凭借着自己出色的表现，获得了“年度最佳新人奖”的候选资格。",Paramore
612,暂无歌手信息,かんせる
613,暂无歌手信息,Luy.B
614,暂无歌手信息,숨의숲
615,"
            金泰勒是一个独立的 歌手，词曲作者。
到今天为止，她已经发布了几个全长录音室专辑，与著名的国际艺术家巡回演出，并走上了演艺生涯已经获得了评论家和博客的积极关注。她的第一部完整长度的电影，“我曾经是较深，”在2013年1月首播。
    ",Kim Taylor
616,"Based in Sydney, Australia, vocalist / pianist Janet Seidel currently enjoys a rare and enviable international reputation with 14 CDs released in Australia and also available in several other countries. In the Penguin Guide to Jazz on CD 2006 (UK) she is described as “Australia’s first lady of jazz”. On the other hand she is revered by cabaret aficionados overseas such as in New York’s Cabaret Hotline - “I had heard so much about this delightful jazz star from Australia, but I was still not prepared for this awesome performance. I have never been so thrilled by a performer - this lady is amazing - such pure clean vocals!"" according to the writer.",Janet Seidel
617,暂无歌手信息,Victor Crone
618,"A country singer and songwriter out of East Texas, Cody Johnson grew up in the town of Sebastopol.
Born into a musical family, he began playing guitar and singing at the age of 12, learning to play the drums soon after, and sang regularly at his church. He started his first band when he was a freshman at high school, dividing his time between music and his passion for competitive bull riding. Following school, he took a job with the Texas Department of Criminal Justice in Huntsville, where he supervised prison inmates. After winning the Texas Regional Music Award for New Male Vocalist of the Year, Johnson left his day job and began devoting himself full-time to music, continually gigging on the Texas club and bar circuit, where his rowdy, energetic, and passionate blend of country and rock brought him a large and loyal fan base. Three singles drawn from his Six Strings, One Dream album placed in the Top Ten of the Texas music charts. His second album, Cowboy Like Me, recorded in Nashville, was released early in 2014, and promptly hit the Top 40 of the U.S. album charts. ~ Steve Leggett, Rovi
",Cody Johnson
619,暂无歌手信息,drones
620,"方大同（Khalil Fong，1983年7月14日－），香港著名唱作男歌手，于美国夏威夷出生，并先后于上海和广州生活，于1998年定居香港。他是一个在香港罕有地创作R&amp;B及灵魂乐作品的唱作人。其父为美籍华人，是名职业鼓手，并由父亲教授他打鼓，故他自小接触音乐，而其母则是填词人茹岚（梁茹岚）。他信奉主张世界大同的巴哈伊教，他在5岁时曾看过一部有关音乐人的电影《La Bamba》，使他对音乐及舞台表演产生浓厚兴趣，自小就不时会在朋友的派对和社区活动上表演唱歌。方大同于15岁时自学吉他，18岁自学钢琴。他钟情于音乐，尤其以50至70年代的怀旧蓝调、灵魂乐等黑人音乐为主。他的偶像为Stevie Wonder、Marvin Gaye、Earth, Wind &amp; Fire、Michael Jackson、Eric Clapton等，对其日后的音乐创作有显著影响。

方大同于2005年11月发表首张个人专辑《Soul Boy》，并被冠以“香港周杰伦”、“香港陶喆”等称号。方大同称希望以自己最熟悉的语言诠释他的音乐，因他并不擅长广东话，所以方大同虽在香港出道，但他只以国语或英语演唱歌曲 (暂时，他唯一的广东歌是重唱关菊英 的 &lt;&lt;狂潮&gt;&gt;) 。他曾经和香港女歌手薛凯琪传绯闻。在2006年度叱吒乐坛流行榜颁奖典礼上，因与另外三位唱作人王菀之、张敬轩、张继聪合唱，被外界称为“香港唱作四小强”之一。四人份属好友，更曾于多场音乐会中合作。

他于2007年2月1日至3日举行《爱爱爱音乐会》及于2008年3月30日至31日于香港Star Hall举行《方大同未来演唱会》，大受好评。2008年4月5日于台北国际会议中心举行《方大同未来LIVE Concert》，吸引不少台湾演艺界的名人到场欣赏。陶晶莹将方大同誉为‘不世出的音乐奇才’，知名歌手陈珊妮也表示‘方大同的音乐是绝对值，他的才华是不可以被比较的，因为他是我心目中华语乐坛最佳全才型男歌手。’

2009年1月1日，他于2008年度叱吒乐坛流行榜颁奖典礼上夺得“叱吒乐坛男歌手金奖”，更创下了叱吒的不少新纪录，包括是最年轻的叱咤乐坛男歌手金奖得主，及首位以作曲人大奖、男歌手金奖身份获得唱作人金奖的歌手。

2009年他为国际巨星李玟的最新专辑《CoCo的东西East to West》作了两首歌曲 。李玟赞方大同很有才华，相信他有打入国际市场的潜质。

",方大同
621,暂无歌手信息,Feki
622,暂无歌手信息,Mahalia
623,暂无歌手信息,Magnate & Valentino
624,暂无歌手信息,Musketeers
625,"Ive Mendes出生于巴西中部Goiania首的一小村庄，从小与大自然为伍，培养出她乐观开怀的人生观。5岁开始接触福音歌曲，之后担任教会诗班的首席歌者，从此燃她对歌唱的热烈的渴望，驱使Ive日后进入巴西极高的音乐学府‘巴西利亚音乐大学’继续追求她的梦想。此时半工半读的Ive，不仅利用闲暇时间教小孩子音乐，晚上便到club中演唱。
毕业后，遇上知名的巴音音乐制作人Ricardo Leal，进而合作录制Ive的第一张专辑，虽然专辑中是以巴西当地流行的 Cazuza歌曲为主，这一步却是她音乐生涯一大转折点。巴西BMG唱片公司跟她签下唱片合约，发行了多首脍炙人口的单曲。立足本土乐坛后，Ive于是计画将她的歌唱事业放眼国际…于是2001年3月开始在伦敦录制个人第一张英文专辑，隔年10月便在伦敦发行，果然不负众人期望，在销售与乐评上都有不错的成绩。
",Ive Mendes
626,暂无歌手信息,沈圭善
627,暂无歌手信息,朱慧珍
628,暂无歌手信息,来夢緑
629,暂无歌手信息,nov
630,暂无歌手信息,Lick-G
631,暂无歌手信息,上原れな
632,"Robert Cray was among artists such as Stevie Ray Vaughan and George Thorogood, who got wider radio airplay and regular MTV video exposure during the late 1980s. 

He started playing guitar in his early teens. At Denbigh High School in Newport News, Virginia, his love of blues and soul music flourished as he started collecting records. Originally, Robert Cray wanted to become an architect, but at about the same time he was going to study design in architecture he formed a local band “Steakface”, described as “the best band from Lakewood you never heard of”. Cray on guitar and vocals contributed greatly to Steakface’s set list of songs by Hendrix, Quicksilver Messenger Service, Fleetwood Mac, the Grease Band, Blodwyn Pig, Jethro Tull, Forever More, Spirit, and the Faces. 

By the time he was twenty, Cray had seen his heroes Albert Collins, Freddie King and Muddy Waters in concert, and decided to form his own band. His band started playing college towns on the west coast. After several years of regional success, Cray was signed to Mercury Records in 1982. His third release, Strong Persuader, received a Grammy Award, while the crossover single “Smokin’ Gun” gave him wider appeal and name recognition.",Robert Cray
633,"老狼 (1968年12月3日－)，中国流行音乐歌手，本名王阳。以《睡在我上铺的兄弟》、《同桌的你》等曲而成名，同高晓松一道成为中国校园民谣的代表人物。

1989年-1991年 加入中国第一支大学生摇滚乐队“青铜器”担任主唱，在北京各种地下摇滚音乐会与崔健、唐朝乐队、黑豹乐队等同台演出。

1991年―1993年 乐队解散，大学毕业，在北京一家工业自动化设计公司做电脑工程师；参加香港大地唱片公司唱片《校园民谣1》的录制，演唱《同桌的你》、《睡在我上铺的兄弟》及《流浪歌手的情人》三首主打歌。

1994―1997年 《校园民谣1》发行近六十万张，老狼签约中国大陆著名音乐制作人黄小茂创建的风行音乐工作室。首张个人专辑《恋恋风尘》由上海声像出版社发行，专辑发行20天便创下了23万的销售记录，共发行40万张，成为当年中国国内歌手发行量最高的专辑；《同桌的你》被收入香港红星公司制作的“红星一号”专辑中，由宝丽金香港正东公司代理香港及东南亚发行；专辑《恋恋风尘》在香港重新缩混，并由宝丽金正东公司在香港及东南亚发行。

1996年，老狼与北京麦田音乐制作公司合作出版《青春无悔》合集，其中演唱的《模范情书》、《月亮》《青春无悔》和《久违的事》纷纷成为各地电台榜首的歌曲；

2000年2月，老狼与世界五大唱片公司之一的“华纳唱片”签订唱片约，并与“麦田音乐”签订演艺合约；2002年9月，历时两年半，终于完成蛰伏六年来的第二张个人专辑《晴朗》，该专辑创下乐坛两个之最：录制时间最长(近三年)，最多国内顶尖制作人共盟打造（高晓松、黄小茂、许巍、火星电台、郁冬）。

2004年10月8日下午，著名歌手老狼与恋人潘茜结束了多年的马拉松式恋情，在北京郡王府结婚。据了解，潘茜与老狼曾经是同学，目前在一家网站工作。2007年的2月，老狼推出个人的第三张专辑《北京的冬天》。

",老狼
634,"
            英国新晋男子独立乐团 因在Youtube发表多首翻唱歌曲而为人所知。并受到极大欢迎。 现已与纽约Prestige公司签约。已在2013年9月29日在发布EP。
布莱德利·辛普森/Bradley Simpson——主唱，节奏吉他
詹姆斯·麦克菲/James Mcvey——主音吉他，和声
康纳·伯尔/Connor Ball——贝斯，和声
特里斯坦·伊凡斯/Tristan Evans——架子鼓，打击乐器，和声
    ",The Vamps
635,暂无歌手信息,YEW
636,暂无歌手信息,prima
637,"皇后（Queen）是一个英国的摇滚乐乐队，成立于1970年，成员包括主唱Freddie Mercury、吉他手Brian May、鼓手Roger Taylor、贝斯手John Deacon，对世界乐坛留下深远影响。其在英国国内的地位尤其高。1991年，Freddie Mercury过世，1997年John Deacon退休。之后，现任团员(Brian May、Roger Taylor)就不常以""Queen""之名活动了。2004年，两人和Paul Rodgers开始固定合作，以Queen + Paul Rodgers之名活动。

Queen是一支风格无法被界定的摇滚乐队，它有着招牌式的华丽吉他Solo，却不似一般金属乐队的繁冗嘈杂，而是在宏大与华丽中渗出一丝规整与隽永；它早期的作品泛着些许实验味道，却不似Pink Floyd般空荡清冷，而是沾着人间烟火的暖意。它属于人间，扎根尘俗，却透着超尘脱俗的芬芳。

华美，就连四位成员的面容也一样，有时你很难从他们秀丽的脸蛋上相信他们是实力派。主唱Freddie Mercury有着波斯血统，骨骼奇骏，狭长的眼梢泛着一丝阴柔；吉他手Brian May则是一位标准的英式美男――挺拔的鼻梁，分明的轮廓透着高贵的忧郁；贝司手John Deacon的微笑永远是个谜，柔和的面部线条在寂静中熠熠生辉；鼓手Roger Taylor的美已经无法形容，芭比娃娃般无懈可击的脸上，总是洋溢着热情的笑容。

1991年，Freddie Mercury死于艾滋病。",Queen
638,"
            my chemical romance，一个组合乐队名称，风格为：EMO朋克，主要代表作品有The Black Parade is Dead 、I Brought You My Bullets，You Brought Me Your Love等
    ",My Chemical Romance
639,"
            张惠妹（卑南族语姓名发音：古历来・阿密特，1972年8月9日－），为华人世界家喻户晓的台湾歌手，是台湾首位接受美国CNN专访及登上《时代》杂志亚洲版封面及亚洲周刊封面的歌手，也曾接受Discovery台湾人物志专访，在华人世界拥有极高的知名度，已囊括了华人地区所有最大的音乐奖项，是华语乐坛在90年代后最出色的女歌手之一，也是现今华语乐坛最具影响力的重要人物之一，是媒体、音乐人及华人世界公认的华语乐坛的天后级人物。

",张惠妹
640,暂无歌手信息,sun.set
641,"Charles Otto Puth Jr. (/puːθ/; born December 2, 1991) is an American singer, songwriter and record producer. His initial exposure came through the viral success of his song videos uploaded to YouTube. 
""See You Again"" was released as Puth's debut single in 2015, which he co-wrote, co-produced, and performed with Wiz Khalifa for the Furious 7 soundtrack as a tribute to Paul Walker. It peaked at number one on the US Billboard Hot 100 for 12 non-consecutive weeks. After the success of ""See You Again"", he gained worldwide recognition for multiple subsequent releases, including his debut single ""Marvin Gaye"", which featured American singer-songwriter Meghan Trainor. The song topped charts in New Zealand, Ireland, and the United Kingdom. 
Puth's debut studio album, Nine Track Mind, was released in January 2016,[1] and was preceded by the singles ""One Call Away"" and ""We Don't Talk Anymore"", which peaked at number 12 and number nine, respectively on the US Billboard Hot 100. In 2017, he released two songs, ""Attention"" and ""How Long"" from his second studio album, Voicenotes, with the former peaking at number five on Billboard Hot 100",Charlie Puth
642,暂无歌手信息,이웃집 꽃순이
643,暂无歌手信息,樋口秀樹
644,暂无歌手信息,Jane XØ
645,暂无歌手信息,Manila Killa
646,暂无歌手信息,李艺俊
647,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia. At age 17, he moved to the United States. He moved to Oklahoma and New York to learn English and was influenced by the music he heard there. He then returned to Medellín and gained popularity performing at clubs in the city.

His breakthrough came in 2014 with the single ""6 AM"" featuring Puerto Rican singer Farruko which peaked at number 2 on the Billboard Hot Latin Songs chart. The song, along with the single ""Ay Vamos"", bolstered sales of his album La Familia (2014). In 2016, he released Energia, which included the hit singles ""Ginza"", ""Bobo"", ""Safari"", and ""Sigo Extranandote"". In June 2017, J Balvin released the single ""Mi Gente"" with Willy William. On 1 August 2017, ""Mi Gente"" topped the Global Top 50 on Spotify, and later reached one billion views on YouTube. In January 2018, he released the hit single ""Machika"" featuring Jeon and Anitta. He collaborated with Cardi B and Bad Bunny on the US Billboard Hot 100 number-one single ""I Like It"".

Though his music is primarily reggaeton, J Balvin has experimented with a variety of musical genres in his work, including electronica, house music, trap, and R&B. His original musical inspirations were rock groups such as Metallica and Nirvana. He has collaborated with artists such as Pharrell Williams, Major Lazer, and Sean Paul. Despite working with many English-speaking artists, J Balvin continues to sing almost exclusively in Spanish, and hopes to introduce Spanish-language music to a global audience. He is also noted for his eclectic and colorful fashion sense.",J Balvin
648,暂无歌手信息,DJ Nelson
649,暂无歌手信息,Fabled
650,暂无歌手信息,Parkinson White
651,暂无歌手信息,HOPE-T
652,暂无歌手信息,Sehwa
653,"        Marshmello，两年前在EDM（电子舞曲）圈横空出世，至今INS 粉丝已上百万！出道一年便给EDM圈融入一股强烈的 future house和future bass的才能激流！
        带着可爱的头套面具，总以呆萌形象示人的Marshmello，就连“棉花糖”这个名字也充满激萌感，而从未露出庐山真面目的棉花糖DJ，音乐中却融合了多种令人亢奋的神奇元素！
        在EDM圈，从他横空出世到现在，人们总是试图通过Marshmello 现场的表现，例如喊麦时的音色，习惯性动作，身材体型，手上的伤疤等细枝末节来猜他到底是谁，粉丝们甚至会根据Marshmello 的行程去观察哪一位DJ 在同一时间没有上班打卡！无奈这个“铁桶棉花糖”到底是谁，至今还没有人能准确回答，但这丝毫没有停止吸引大批大批的粉丝疯狂追随他的音乐！当他在Sound Cloud甩出几首音乐作品时，一个月内就获得了30000以上的追随者，巨大的反差萌造就了Marshmello独有的舞台魅力与音乐能量！而同为“呆萌”一族的Slushii更是以独特的Remix电音圈粉无数！",Marshmello
654,暂无歌手信息,RÜFÜS DU SOL
655,暂无歌手信息,H.B STUDIO
